"ID","Player","Team","Position","Prim Pos","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","W","GAA","SV%","SHO"
"*05a0s*","Samuel Hlavaj","MIN","G","G","448","FA","24","1,000,000","FA","0","4%","0%","0","0","0","0","0"
"*060z7*","Thomas Hodges","(N/A)","G","G","449","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yce*","Brody Hoffman","(N/A)","G","G","450","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*025gr*","Bryan Hogan","(N/A)","G","G","451","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05oxj*","Luca Hollenstein","(N/A)","G","G","452","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04f87*","Jordan Hollett","OTT","G","G","453","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04f7u*","Arvid Holm","(N/A)","G","G","454","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05uxc*","Braden Holt","(N/A)","G","G","455","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0040i*","Chris Holt","OTT","G","G","456","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*016kx*","Braden Holtby","(N/A)","G","G","457","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05a7c*","Gibson Homer","(N/A)","G","G","458","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02dyv*","David Honzik","(N/A)","G","G","459","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06ung*","Burke Hood","NYI","G","G","460","FA","18","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*03wlg*","Brandon Hope","(N/A)","G","G","461","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*00431*","Martin Houle","(N/A)","G","G","462","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02gvl*","Michael Houser","(N/A)","G","G","463","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01nnz*","Niko Hovinen","(N/A)","G","G","464","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05y9w*","Joseph Howe","(N/A)","G","G","465","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0644l*","Michael Hrabal","UTA","G","G","466","CHKY","21","0","MNR","0","21%","0%","0","0","0","0","0"
"*04dez*","Dominik Hrachovina","(N/A)","G","G","467","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06r9l*","Ben Hrebik","(N/A)","G","G","468","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04moq*","David Hrenak","LAK","G","G","469","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05yk1*","Simon Hrubec","(N/A)","G","G","470","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yer*","Julius Hudacek","(N/A)","G","G","471","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c94*","Ewan Huet","(N/A)","G","G","472","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ai9*","Cole Huggins","(N/A)","G","G","473","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mcl*","Connor Hughes","MTL","G","G","474","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ncu*","Jere Huhtamaa","(N/A)","G","G","475","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02j0n*","Shawn Hunwick","(N/A)","G","G","476","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rjg*","Adam Huska","NYR","G","G","477","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01fx4*","Michael Hutchinson","(N/A)","G","G","478","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05no2*","Fabio Iacobo","(N/A)","G","G","479","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06idn*","Waltteri Ignatjew","(N/A)","G","G","480","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01zs6*","Jonathan Iilahti","VAN","G","G","481","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02z2z*","Andy Iles","(N/A)","G","G","482","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*048zj*","Jonah Imoo","LAK","G","G","483","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04r0s*","Jacob Ingham","(N/A)","G","G","484","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003hx*","Leland Irving","(N/A)","G","G","485","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05a8k*","Daniil Isayev","(N/A)","G","G","486","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03d04*","Mathias Israelsson","(N/A)","G","G","487","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06gk1*","Jack Ivankovic","NSH","G","G","488","CHKY","18","0","MNR","0","16%","0%","0","0","0","0","0"
"*03bqj*","Yevgeni Ivannikov","(N/A)","G","G","489","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05yme*","Sergei Ivanov","CBJ","G","G","490","mertin","22","0","MNR","0","7%","0%","0","0","0","0","0"
"*04dlo*","Tanner Jaillet","(N/A)","G","G","491","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01gjk*","Jaroslav Janus","(N/A)","G","G","492","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ajr*","Juha Jarvenpaa","(N/A)","G","G","493","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0642m*","Juha Jatkola","NSH","G","G","494","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*040zt*","Lars Johansson","(N/A)","G","G","495","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03yjq*","Cam Johnson","CBJ","G","G","496","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01fj6*","Chad Johnson","(N/A)","G","G","497","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05o4j*","Creed Jones","(N/A)","G","G","498","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ymx*","Hunter Jones","MTL","G","G","499","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*015qs*","Kyle Jones","SJS","G","G","500","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*015y8*","Martin Jones","(N/A)","G","G","501","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ak6*","Peyton Jones","MIN","G","G","502","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*062pr*","Samuel Jonsson","EDM","G","G","503","FA","22","1,000,000","FA","0","4%","0%","0","0","0","0","0"
"*01o7r*","Torrie Jung","(N/A)","G","G","504","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03to5*","Matt Jurusik","(N/A)","G","G","505","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*031v3*","Janne Juvonen","NSH","G","G","506","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ccu*","Karolus Kaarlehto","(N/A)","G","G","507","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03yip*","Andreas Kaberg","(N/A)","G","G","508","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060ga*","Corbin Kaczperski","(N/A)","G","G","509","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ec7*","Kaapo Kahkonen","MTL","G","G","510","FA","29","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*04n73*","Zane Kalemba","(N/A)","G","G","511","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rjf*","Erik Kallgren","(N/A)","G","G","512","FA","29","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*04cmw*","Janis Kalnins","(N/A)","G","G","513","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*072d9*","Ralfs Kalnins","(N/A)","G","G","514","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06xxb*","Ilya Kanarsky","CHI","G","G","515","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*04ayj*","Andrei Kareyev","(N/A)","G","G","516","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*040db*","Tomi Karhunen","(N/A)","G","G","517","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04tjs*","Keegan Karki","(N/A)","G","G","518","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01h9a*","Henrik Karlsson","(N/A)","G","G","519","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02j7g*","Paul Karpowich","(N/A)","G","G","520","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02g1f*","Jason Kasdorf","(N/A)","G","G","521","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ysr*","Libor Kasik","(N/A)","G","G","522","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03aew*","Kasimir Kaskisuo","BOS","G","G","523","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06kkw*","Jan Kavan","(N/A)","G","G","524","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003hz*","Matt Keetley","(N/A)","G","G","525","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06ce2*","Antoine Keller","WSH","G","G","526","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*066kv*","Kyle Kelsey","(N/A)","G","G","527","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mbc*","Nicholas Kempf","WSH","G","G","528","FA","20","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*05uah*","Remington Keopple","(N/A)","G","G","529","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06tdp*","Patrik Kerkola","(N/A)","G","G","530","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04l8r*","Kyle Keyser","COL","G","G","531","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c31*","Ruslan Khazheyev","CAR","G","G","532","FA","21","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*04llw*","Jake Kielly","(N/A)","G","G","533","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c99*","Thomas Kiesewetter","(N/A)","G","G","534","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01tey*","Patrick Killeen","(N/A)","G","G","535","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*026kh*","Eero Kilpelainen","(N/A)","G","G","536","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*025z4*","Keith Kinkaid","NYI","G","G","537","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06hcv*","Christian Kirsch","SJS","G","G","538","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*02o85*","Henri Kiviaho","(N/A)","G","G","539","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04m5x*","Brandon Klein","(N/A)","G","G","540","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04r1n*","Milan Kloucek","NSH","G","G","541","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02g1j*","Connor Knapp","(N/A)","G","G","542","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*072z3*","Brady Knowling","(N/A)","G","G","543","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ws3*","Niklas Kokko","SEA","G","G","544","sweinste","22","0","MNR","0","11%","0%","0","0","0","0","0"
"*03a8k*","Ville Kolppanen","(N/A)","G","G","545","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05y3h*","Kyle Konin","TBL","G","G","546","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06nk9*","Semyon Konopsky","(N/A)","G","G","547","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04xu7*","Ilya Konovalov","EDM","G","G","548","FA","27","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*003pf*","Logan Koopmans","(N/A)","G","G","549","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04r1j*","Jordan Kooy","VGK","G","G","550","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06rli*","Jan Korec","(N/A)","G","G","551","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*043vw*","Josef Korenar","UTA","G","G","552","FA","28","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*05u60*","Rasmus Korhonen","UTA","G","G","553","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*06mqu*","Yaroslav Korostelyov","SJS","G","G","554","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*06qha*","Cameron Korpi","(N/A)","G","G","555","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04aoh*","Vasily Koshechkin","(N/A)","G","G","556","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05u3h*","Aku Koskenvuo","VAN","G","G","557","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*01f6b*","Mikko Koskinen","(N/A)","G","G","558","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04z1g*","Nick Kossoff","(N/A)","G","G","559","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02pk0*","Sergei Kostenko","WSH","G","G","560","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03lmz*","Denis Kostin","(N/A)","G","G","561","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*070dg*","Joshua Kotai","NYI","G","G","562","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*02jq1*","Jakub Kovar","PHI","G","G","563","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ycv*","Justin Kowalkoski","(N/A)","G","G","564","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05rzj*","Trevin Kozlowski","MIN","G","G","565","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03p3j*","Taran Kozun","(N/A)","G","G","566","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*047gs*","Alexei Krasikov","(N/A)","G","G","567","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06uvg*","Jayden Kraus","COL","G","G","568","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06kv5*","Ben Kraws","DAL","G","G","569","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*072nb*","Jakub Krbecek","(N/A)","G","G","570","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04aj4*","Kasper Krog","(N/A)","G","G","571","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05x1f*","Ethan Kruger","EDM","G","G","572","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rxm*","James Kruger","(N/A)","G","G","573","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04r1a*","Jacob Kucharski","CAR","G","G","574","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04gx0*","Ivan Kulbakov","(N/A)","G","G","575","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rjp*","John Kupsky","SJS","G","G","576","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04f27*","Petr Kvaca","(N/A)","G","G","577","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06h9b*","Jari Kykkanen","CGY","G","G","578","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004kn*","Loic Lacasse","(N/A)","G","G","582","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*072ya*","William Lacelle","(N/A)","G","G","583","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004kp*","Dan LaCosta","(N/A)","G","G","579","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0598m*","Connor LaCouvee","MTL","G","G","580","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*015qq*","Antoine LaFleur","NYR","G","G","581","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03yf8*","Jack Lafontaine","SEA","G","G","584","FA","28","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*02oxu*","Maxime Lagace","(N/A)","G","G","585","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004ml*","Kevin Lalande","(N/A)","G","G","586","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060y5*","Nolan Lalonde","CBJ","G","G","587","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*01gka*","Jean-Philippe Lamoureux","CGY","G","G","588","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06808*","Jani Lampinen","(N/A)","G","G","589","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06tag*","Mathis Langevin","COL","G","G","590","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02odk*","Marek Langhamer","(N/A)","G","G","591","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*038st*","Cam Lanigan","DET","G","G","592","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05u61*","Francesco Lapenna","(N/A)","G","G","593","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03roc*","Ryan Larkin","(N/A)","G","G","594","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*049ld*","Emil Larmi","(N/A)","G","G","595","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*015sm*","Daniel Larsson","(N/A)","G","G","596","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*042yj*","Filip Larsson","(N/A)","G","G","597","FA","27","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03nq4*","Joel Lassinantti","(N/A)","G","G","598","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05rky*","Simon Latkoczy","(N/A)","G","G","599","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03afd*","Eetu Laurikainen","(N/A)","G","G","600","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ee2*","Hayden Lavigne","(N/A)","G","G","601","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01hw3*","Nathan Lawson","(N/A)","G","G","602","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*061sy*","Patrick Leaver","(N/A)","G","G","603","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ymw*","Daniel Lebedeff","(N/A)","G","G","604","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01gji*","Mike Lee","(N/A)","G","G","605","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06jhg*","Ryerson Leenders","BUF","G","G","606","FA","19","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*02418*","David Leggio","(N/A)","G","G","607","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0733d*","Lassi Lehti","(N/A)","G","G","608","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04fpt*","Lassi Lehtinen","(N/A)","G","G","609","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003ew*","Kari Lehtonen","(N/A)","G","G","610","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ylu*","Topias Leinonen","BUF","G","G","611","FA","21","1,000,000","FA","0","8%","0%","0","0","0","0","0"
"*04aau*","Stefanos Lekkas","(N/A)","G","G","612","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*065b3*","Jonathan Lemieux","VAN","G","G","613","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05r2h*","Tristan Lennox","NYI","G","G","614","FA","23","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*01gkd*","Jeff Lerg","(N/A)","G","G","615","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05grz*","John Lethemon","(N/A)","G","G","616","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003di*","Jean-Philippe Levasseur","(N/A)","G","G","617","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05mwh*","Devon Levi","BUF","G","G","618","FA","24","1,000,000","FA","0","27%","0%","0","0","0","0","0"
"*0385v*","Eric Levine","(N/A)","G","G","619","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03yqd*","Thomas Lillie","(N/A)","G","G","620","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01uo8*","Anders Lindback","(N/A)","G","G","621","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051jt*","Filip Lindberg","(N/A)","G","G","622","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04qxz*","Olof Lindbom","(N/A)","G","G","623","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*074im*","Jack Lisson","(N/A)","G","G","624","W <small>(Mon)</small>","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02h1v*","Liam Liston","(N/A)","G","G","625","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0321l*","Austin Lotz","(N/A)","G","G","626","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06md2*","Veeti Louhivaara","NJD","G","G","627","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03m0o*","Ryan Lowe","(N/A)","G","G","628","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c52*","Max Lundgren","BOS","G","G","629","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*02fzs*","Niklas Lundstrom","(N/A)","G","G","630","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004kv*","Daren Machesney","CBJ","G","G","631","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02y8x*","Matej Machovsky","(N/A)","G","G","632","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*038n6*","Rob Madore","TOR","G","G","633","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*031sh*","Merrick Madsen","(N/A)","G","G","634","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02o7f*","Sean Maguire","(N/A)","G","G","635","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02fmh*","Matt Mahalak","(N/A)","G","G","636","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05o70*","Nolan Maier","BOS","G","G","637","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02h7p*","Andrey Makarov","(N/A)","G","G","638","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04f20*","Eetu Makiniemi","PHI","G","G","639","FA","26","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*05uf1*","Jakub Malek","NJD","G","G","640","FA","23","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*05k9c*","Nick Malik","TBL","G","G","641","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03klw*","Matthew Mancina","DET","G","G","642","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ld5*","Kevin Mandolese","MTL","G","G","643","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*060y4*","Axel Mangbo","(N/A)","G","G","644","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05nfp*","Strauss Mann","MTL","G","G","645","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*065h3*","Daniel Mannella","(N/A)","G","G","646","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03yct*","Chase Marchand","(N/A)","G","G","647","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02y8z*","Etienne Marcoux","(N/A)","G","G","648","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06lv5*","Matyas Marik","(N/A)","G","G","649","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06yym*","Matej Marinov","(N/A)","G","G","650","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05oj9*","Juho Markkanen","LAK","G","G","651","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*0433a*","Daniel Marmenlind","(N/A)","G","G","652","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ra6*","Francis Marotte","SEA","G","G","653","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003ms*","Steve Mason","(N/A)","G","G","654","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*048zl*","Ryan Massa","TOR","G","G","655","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0251a*","Antonio Mastropietro","(N/A)","G","G","656","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c3w*","Lukas Matecha","(N/A)","G","G","657","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02fnk*","Johan Mattsson","(N/A)","G","G","658","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*020f7*","Brandon Maxwell","(N/A)","G","G","659","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0622q*","Maxim Mayorov","DAL","G","G","660","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*02ob5*","Marek Mazanec","(N/A)","G","G","661","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06809*","Kaidan Mbereko","(N/A)","G","G","662","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*031ou*","Eamon McAdam","TBL","G","G","663","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03scu*","Nick McBride","(N/A)","G","G","664","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06iag*","Kyle McClellan","MIN","G","G","665","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*015ou*","Tom McCollum","NYR","G","G","666","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ean*","Mason McDonald","(N/A)","G","G","667","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03yg1*","Rob McGovern","(N/A)","G","G","668","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04y47*","Gavin McHale","(N/A)","G","G","669","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01zrv*","Zane McIntyre","MIN","G","G","670","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06pop*","Michael McIvor","ANA","G","G","671","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*052il*","Dryden McKay","UTA","G","G","672","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yhh*","Ryan McKay","(N/A)","G","G","673","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*029jc*","Matt McNeely","(N/A)","G","G","674","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ry7*","Michael McNiven","MTL","G","G","675","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
